Pestisit,Urun,MRL_Limiti,Buhar_Basinci_Ref_25C,Sicaklik_C,Sicaklik_Sinifi,Ucuculuk_Gosterge_Index,Ucuculuk_Sinifi,1ml_Saf_Madde_ppm,Uygulanan_Ilac_Miktari_ml,Tahmini_Kalinti_ppm,Etiket
Deltamethrin,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",0.1,2e-06,24.3,0,-5.689,Cok Dusuk (Kalici),500.0,0.55,0.0723,0
Permethrin,Almonds,0.1,0.01,23.2,0,-1.9888,Orta,1200.0,3.76,0.0763,0
Sulfuryl fluoride,"Cereal bran, processed",0.1,0.01,26.6,1,-2.0119,Dusuk,1200.0,1.59,0.0565,0
Bifenthrin,Pomegranate,0.5,0.01,27.1,1,-2.0148,Dusuk,1200.0,3.02,0.3267,0
Spinosad,Sweet corn (corn-on-the-cob),0.01,0.01,29.8,1,-2.0335,Dusuk,1200.0,0.08,0.0049,0
Imazethapyr,Poultry meat,0.01,0.01,29.3,1,-2.0299,Dusuk,1200.0,0.35,0.0122,1
Carbendazim,Nectarine,2.0,0.01,24.6,0,-1.9984,Orta,1200.0,80.95,2.1119,1
Flumioxazin,Eggs,0.02,0.01,25.2,1,-2.0021,Dusuk,1200.0,0.4,0.0145,0
Imazapyr,"Rice, hay and/or straw",0.015,0.01,28.2,1,-2.0227,Dusuk,1200.0,0.09,0.0083,0
Kresoxim-Methyl,Garlic,0.01,0.01,24.6,0,-1.9982,Orta,1200.0,0.89,0.0085,0
Pyrimethanil,Low growing berries (subgroup),3.0,0.01,23.8,0,-1.9928,Orta,1200.0,181.76,3.1225,1
Flupyradifurone,"Grape, dried (= Currants, Raisins and Sultanas)",8.0,0.01,29.2,1,-2.0292,Dusuk,1200.0,50.93,4.5393,0
Dicamba,Hay and/or straw of grasses for animal feed (subgroup),30.0,0.01,24.0,0,-1.9943,Orta,1200.0,1554.13,36.3125,1
Flusilazole,"Poultry, edible offal of",0.2,0.01,28.6,1,-2.0255,Dusuk,1200.0,1.95,0.1875,0
Pyrimethanil,Edible offal (mammalian),0.1,0.01,29.0,1,-2.0279,Dusuk,1200.0,2.57,0.137,1
Tebuconazole,Grapes,6.0,0.01,27.8,1,-2.0201,Dusuk,1200.0,75.08,7.9664,1
Fluazifop-p-butyl,Field pea (dry),3.0,0.01,25.4,1,-2.0035,Dusuk,1200.0,47.9,3.0929,1
Triadimenol,"Fruiting vegetables, cucurbits (group)",0.2,0.01,27.3,1,-2.0162,Dusuk,1200.0,1.91,0.174,0
Quintozene,"Cabbages, head",0.1,0.01,30.8,1,-2.0399,Dusuk,1200.0,0.92,0.0756,0
Dichlobenil,Grape juice,0.07,0.01,15.6,0,-1.9378,Orta,1200.0,4.26,0.0737,1
Fenitrothion,Eggs,0.05,0.01,21.6,0,-1.978,Orta,1200.0,2.14,0.0294,0
Aldrin and Dieldrin,"Fruiting vegetables, cucurbits (group)",0.1,0.01,15.9,0,-1.9398,Orta,1200.0,16.85,0.0979,0
Flutriafol,Celery,3.0,0.01,24.4,0,-1.9972,Orta,1200.0,288.18,4.3472,1
Trinexapac-ethyl,Mammalian fats (except milk fats),0.01,0.01,26.9,1,-2.0141,Dusuk,1200.0,0.15,0.0098,0
Aldrin and Dieldrin,Bulb vegetables (group),0.05,0.01,17.8,0,-1.9528,Orta,1200.0,4.96,0.0596,1
Tebuconazole,"Lettuce, head",5.0,0.01,30.3,1,-2.0363,Dusuk,1200.0,38.65,3.3862,0
Folpet,"Onion, bulb",1.0,0.01,15.9,0,-1.9399,Orta,1200.0,39.93,0.775,0
Spinosad,Brassica vegetables (except Brassica leafy vegetables) (group),2.0,0.01,29.7,1,-2.0329,Dusuk,1200.0,18.9,1.2645,0
Fluindapyr,"Wheat, similar grains, and pseudocereals without husks (subgroup)",0.4,0.01,22.8,0,-1.9863,Orta,1200.0,57.4,0.3669,0
Isoxaflutole,Sugar cane,0.01,0.01,15.4,0,-1.9367,Orta,1200.0,0.99,0.0145,1
Bifenthrin,Brassica vegetables (except Brassica leafy vegetables) (group),0.4,0.01,19.8,0,-1.9662,Orta,1200.0,34.77,0.2633,0
Aldrin and Dieldrin,Pulses (group),0.05,0.01,19.4,0,-1.9631,Orta,1200.0,2.42,0.0578,1
Ametoctradin,Potato,0.05,0.01,20.4,0,-1.9701,Orta,1200.0,4.88,0.0738,1
Flupyradifurone,Peaches (including apricots and nectarine) (subgroup),1.5,0.01,34.3,1,-2.0634,Dusuk,1200.0,39.23,1.4961,0
Amitraz,Pome fruits (group),0.5,0.01,32.7,1,-2.0528,Dusuk,1200.0,18.93,0.517,1
Imidacloprid,Olives for oil production,2.0,4e-07,19.6,0,-6.2853,Cok Dusuk (Kalici),1540.0,5.29,1.3326,0
Thiamethoxam,Triticale,0.15,0.01,26.0,1,-2.0075,Dusuk,1200.0,1.69,0.1394,0
Acetochlor,"Wheat, hay and/or straw",0.2,22.0,26.1,1,1.3483,Yuksek,1120.0,82.76,0.2384,1
Cyfluthrin/beta-cyfluthrin,"Soya bean, hay and/or straw",4.0,0.01,33.9,1,-2.0608,Dusuk,1200.0,81.19,4.3508,1
Dichlorvos,"Rice bran, unprocessed",15.0,0.01,34.9,1,-2.0674,Dusuk,1200.0,148.92,16.2008,1
Clothianidin,"Wheat, hay and/or straw",1.0,0.01,23.7,0,-1.9923,Orta,1200.0,43.13,0.5515,0
Imazapyr,"Rice, husked",0.07,0.01,20.0,0,-1.9676,Orta,1200.0,2.73,0.053,0
Pyriproxyfen,Peppers (subgroup),0.6,0.01,28.0,1,-2.021,Dusuk,1200.0,10.9,0.7671,1
Parathion-Methyl,Peas (dry),0.3,0.01,26.0,1,-2.0075,Dusuk,1200.0,8.37,0.3896,1
Tebuconazole,Peanut fodder,40.0,0.01,16.7,0,-1.9451,Orta,1200.0,2015.66,46.9748,1
Paraquat,Milks,0.005,0.01,30.3,1,-2.0367,Dusuk,1200.0,0.07,0.003,0
Clothianidin,"Rice bran, unprocessed",1.0,0.01,28.4,1,-2.0238,Dusuk,1200.0,26.78,1.2838,1
Imazapic,Edible offal (mammalian),1.0,0.01,18.8,0,-1.9597,Orta,1200.0,77.72,0.5753,0
Myclobutanil,Mammalian fats (except milk fats),0.01,0.01,25.6,1,-2.0047,Dusuk,1200.0,0.07,0.0076,0
Bifenthrin,Grapes,0.3,0.01,33.9,1,-2.0611,Dusuk,1200.0,5.23,0.2898,0
Carbendazim,Berries and other small fruits,1.0,0.01,33.8,1,-2.0602,Dusuk,1200.0,7.85,0.6611,0
Bifenazate,Cotton seed,0.3,0.01,23.4,0,-1.99,Orta,1200.0,13.81,0.216,0
Tebuconazole,Asparagus,0.02,0.01,18.3,0,-1.9559,Orta,1200.0,0.75,0.0145,0
"2,4-D","Poultry, edible offal of",0.05,0.01,30.4,1,-2.0375,Dusuk,1200.0,0.98,0.0324,0
Malathion,"Peppers chili, dried",1.0,0.01,20.8,0,-1.973,Orta,1200.0,98.62,0.7146,0
Myclobutanil,Poultry fats,0.01,0.01,18.2,0,-1.9552,Orta,1200.0,0.24,0.005,0
Cypermethrins (including alpha- and zeta- cypermethrin),Eggplant,0.03,0.01,24.1,0,-1.9953,Orta,1200.0,3.09,0.029,0
Hexythiazox,Citrus fruits (group),0.5,0.01,15.1,0,-1.9345,Orta,1200.0,11.36,0.2839,0
Tebuconazole,Peach,2.0,0.01,33.8,1,-2.0603,Dusuk,1200.0,44.01,2.6305,1
Dichlobenil,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),0.4,0.01,27.3,1,-2.0161,Dusuk,1200.0,1.77,0.1952,0
Tebuconazole,"Poultry, edible offal of",0.05,0.01,17.9,0,-1.9536,Orta,1200.0,3.9,0.0763,1
Endosulfan,Mango,0.5,0.01,22.1,0,-1.9812,Orta,1200.0,49.0,0.4614,0
Pyrimethanil,Plums (including fresh prunes) (subgroup),2.0,0.01,29.4,1,-2.0304,Dusuk,1200.0,24.22,1.8467,0
Sulfoxaflor,Poultry meat,0.7,0.01,24.4,0,-1.9971,Orta,1200.0,60.95,0.679,0
Tolclofos-Methyl,Eggs,0.01,0.01,33.8,1,-2.0602,Dusuk,1200.0,0.44,0.0124,1
Fenitrothion,"Spices, roots and rhizomes",0.1,0.01,24.0,0,-1.9942,Orta,1200.0,3.7,0.0688,0
Propargite,Poultry meat,0.1,0.01,29.7,1,-2.0323,Dusuk,1200.0,0.79,0.0495,0
Diphenylamine,Milk fats,0.01,0.01,27.4,1,-2.0173,Dusuk,1200.0,0.07,0.0058,0
Sulfoxaflor,"Soya bean, hay and/or straw",3.0,0.01,19.0,0,-1.961,Orta,1200.0,150.2,3.4761,1
Glufosinate-Ammonium,Carrot,0.05,0.01,34.1,1,-2.062,Dusuk,1200.0,1.59,0.0617,1
Ethephon,Barley,1.5,0.01,21.7,0,-1.9791,Orta,1200.0,103.92,0.9022,0
Clethodim,Fodder beet,0.1,0.01,16.3,0,-1.9426,Orta,1200.0,8.05,0.1064,1
Haloxyfop,Meat (from mammals other than marine mammals),0.5,0.01,33.2,1,-2.056,Dusuk,1200.0,12.59,0.6204,1
Ametoctradin,Shallot,1.5,0.01,31.9,1,-2.0474,Dusuk,1200.0,17.56,1.5704,1
Clothianidin,"Sorghum, hay and/or straw",0.8,0.01,29.6,1,-2.0319,Dusuk,1200.0,17.43,0.8731,1
Clothianidin,Eggs,0.01,0.01,19.8,0,-1.9659,Orta,1200.0,1.65,0.0136,1
Dimethipin,Edible offal (mammalian),0.01,0.01,33.1,1,-2.0552,Dusuk,1200.0,0.12,0.0106,1
Sulfoxaflor,Mango,0.3,0.01,33.4,1,-2.0574,Dusuk,1200.0,4.29,0.3603,1
Clethodim,"Cotton seed oil, edible",0.5,0.01,28.6,1,-2.0252,Dusuk,1200.0,11.25,0.4205,0
Indoxacarb,Beetroot,0.5,0.01,26.2,1,-2.0092,Dusuk,1200.0,12.98,0.3172,0
Methomyl,Edible offal (mammalian),0.02,0.01,24.1,0,-1.9947,Orta,1200.0,2.06,0.026,1
Spinosad,Legume vegetables (group),0.3,0.01,30.1,1,-2.0351,Dusuk,1200.0,4.08,0.4148,1
Imidacloprid,Citrus fruits (group),1.0,4e-07,18.3,0,-6.2563,Cok Dusuk (Kalici),1540.0,1.62,0.7572,0
Sulfoxaflor,"Rice, hay and/or straw",20.0,0.01,22.7,0,-1.9853,Orta,1200.0,705.48,10.632,0
Ametoctradin,Poultry meat,0.03,0.01,25.5,1,-2.0047,Dusuk,1200.0,0.44,0.0299,0
Glufosinate-Ammonium,Soya bean (dry),2.0,0.01,29.7,1,-2.0327,Dusuk,1200.0,32.01,2.6093,1
Kresoxim-Methyl,Turnip,0.05,0.01,21.9,0,-1.9804,Orta,1200.0,2.18,0.0291,0
Sulfoxaflor,Pome fruits (group),0.3,0.01,15.9,0,-1.9402,Orta,1200.0,22.44,0.4117,1
Myclobutanil,"Hops, dry",5.0,0.01,30.1,1,-2.0353,Dusuk,1200.0,57.56,5.199,1
Acetochlor,Sweet corn (corn-on-the-cob),0.04,22.0,31.3,1,1.3714,Yuksek,1120.0,12.34,0.0278,0
Fenbuconazole,Cucumber,0.2,0.01,27.0,1,-2.0146,Dusuk,1200.0,5.99,0.1997,0
Mandestrobin,Meat (from mammals other than marine mammals),0.01,0.01,24.4,0,-1.9967,Orta,1200.0,1.87,0.0148,1
Cypermethrins (including alpha- and zeta- cypermethrin),"Tea, green, black (black, fermented and dried)",15.0,0.01,21.0,0,-1.9743,Orta,1200.0,464.52,11.0715,0
Fluazifop-p-butyl,Tomato,0.4,0.01,23.5,0,-1.9906,Orta,1200.0,56.93,0.3917,0
Abamectin,"Peppers, sweet (including pimento or pimiento)",0.09,2e-07,34.2,1,-6.9098,Cok Dusuk (Kalici),1160.0,0.2,0.0685,0
Fenbuconazole,Poultry meat,0.01,0.01,29.0,1,-2.0278,Dusuk,1200.0,0.18,0.0066,0
Tebuconazole,"Ginseng, extracts",0.5,0.01,24.8,0,-2.0,Orta,1200.0,52.44,0.7556,1
Trifloxystrobin,Stone fruits (group),3.0,0.01,18.4,0,-1.9564,Orta,1200.0,194.71,4.5646,1
Fenbuconazole,Peanut fodder,15.0,0.01,21.2,0,-1.9753,Orta,1200.0,3082.36,19.0173,1
Oxydemeton-Methyl,Potato,0.01,0.01,30.0,1,-2.0345,Dusuk,1200.0,0.07,0.0061,0
"2,4-D",Soya bean (dry),0.01,0.01,29.0,1,-2.0279,Dusuk,1200.0,0.14,0.0117,1
Quintozene,"Barley, hay and/or straw",0.01,0.01,30.9,1,-2.0403,Dusuk,1200.0,0.1,0.0079,0
Methoxyfenozide,Pome fruits (group),2.0,0.01,34.6,1,-2.0656,Dusuk,1200.0,11.79,0.8565,0
Haloxyfop,Sunflower seed,0.3,0.01,18.2,0,-1.9555,Orta,1200.0,11.76,0.2261,0
Sulfoxaflor,"Cabbages, head",0.4,0.01,25.3,1,-2.0032,Dusuk,1200.0,5.1,0.5182,1
Flusilazole,Sugar beet,0.05,0.01,15.2,0,-1.9351,Orta,1200.0,4.1,0.0489,0
Mesotrione,Citrus fruits (group),0.01,0.01,19.6,0,-1.9648,Orta,1200.0,1.09,0.0076,0
Aldicarb,Grapes,0.2,4.0,22.5,0,0.5973,Yuksek,1190.0,74.73,0.2453,1
Dimethenamid-P,Maize fodder (dry),0.01,0.01,16.7,0,-1.9456,Orta,1200.0,0.81,0.0137,1
Boscalid,Grapes,5.0,0.01,16.7,0,-1.9456,Orta,1200.0,205.54,3.4328,0
Haloxyfop,Chick-pea (dry),0.05,0.01,31.0,1,-2.0415,Dusuk,1200.0,0.48,0.048,0
Methoprene,Meat (from mammals other than marine mammals),0.2,0.01,30.7,1,-2.039,Dusuk,1200.0,2.03,0.0981,0
Penthiopyrad,"Poultry, edible offal of",0.03,0.01,32.6,1,-2.0523,Dusuk,1200.0,0.47,0.0213,0
Pyrasulfotole,Poultry meat,0.02,0.01,31.3,1,-2.0433,Dusuk,1200.0,0.15,0.0134,0
Trifloxystrobin,Tomato,0.7,0.01,16.2,0,-1.9417,Orta,1200.0,105.84,0.8842,1
Imazapyr,Rice,0.06,0.01,31.9,1,-2.047,Dusuk,1200.0,0.64,0.0633,1
Penthiopyrad,"Barley, hay and/or straw",80.0,0.01,21.8,0,-1.9793,Orta,1200.0,5236.75,117.4256,1
Fluazifop-p-butyl,Eggs,0.03,0.01,15.6,0,-1.9381,Orta,1200.0,2.69,0.0338,1
Metaflumizone,Poultry fats,0.08,0.01,21.3,0,-1.9764,Orta,1200.0,12.62,0.0817,1
Propamocarb,Brussels sprouts,2.0,0.01,28.1,1,-2.0219,Dusuk,1200.0,68.85,1.7806,0
Clothianidin,Rice,0.9,0.01,17.5,0,-1.9508,Orta,1200.0,31.42,0.6757,0
Carbendazim,Rye,0.1,0.01,24.5,0,-1.9976,Orta,1200.0,4.42,0.0812,0
Folpet,Melons (except watermelon),3.0,0.01,20.4,0,-1.9703,Orta,1200.0,240.99,3.3239,1
Chlormequat,"Wheat bran, unprocessed",10.0,0.01,33.7,1,-2.0597,Dusuk,1200.0,88.42,7.8404,0
Abamectin,Tomato,0.05,2e-07,34.6,1,-6.918,Cok Dusuk (Kalici),1160.0,0.16,0.0379,0
Dinotefuran,"Goji berry, dried",2.0,0.01,18.8,0,-1.9592,Orta,1200.0,192.82,2.5354,1
Ethoprophos,Cucumber,0.01,0.01,34.7,1,-2.0662,Dusuk,1200.0,0.61,0.0126,1
Mepiquat Chloride,Milks,0.008,0.01,23.4,0,-1.9901,Orta,1200.0,1.82,0.0122,1
Thiacloprid,Eggs,0.02,0.01,15.5,0,-1.9371,Orta,1200.0,0.6,0.0105,0
Phosmet,Milks,0.02,0.01,19.1,0,-1.9615,Orta,1200.0,0.74,0.0149,0
Isopyrazam,"Wheat, hay and/or straw",15.0,0.01,29.1,1,-2.0285,Dusuk,1200.0,171.79,13.5133,0
Methamidophos,Edible offal (mammalian),0.01,0.01,24.7,0,-1.9987,Orta,1200.0,1.48,0.0107,1
Flumioxazin,Milks,0.02,0.01,29.5,1,-2.0309,Dusuk,1200.0,0.32,0.0163,0
Trifloxystrobin,"Currants, black, red, white",3.0,0.01,24.0,0,-1.9941,Orta,1200.0,455.01,4.0969,1
Fenpyroximate,Lemons and limes (including citron) (subgroup),1.0,0.01,31.9,1,-2.0472,Dusuk,1200.0,6.4,0.7547,0
Fenhexamid,Gherkin,1.0,0.01,17.7,0,-1.9521,Orta,1200.0,85.38,1.2379,1
Flupyradifurone,Cereal grains (group),3.0,0.01,23.2,0,-1.9887,Orta,1200.0,263.63,2.8939,0
Ethiprole,Edible offal (mammalian),0.1,0.01,17.1,0,-1.9477,Orta,1200.0,6.68,0.1034,1
Imidacloprid,Tree nuts (group),0.01,4e-07,27.4,1,-6.4527,Cok Dusuk (Kalici),1540.0,0.04,0.0118,1
Acetamiprid,Garlic,0.02,1e-06,27.2,1,-6.0474,Cok Dusuk (Kalici),1330.0,0.08,0.0126,0
Thiacloprid,Mustard seed,0.5,0.01,31.9,1,-2.0472,Dusuk,1200.0,14.55,0.6676,1
Pyriproxyfen,Mango,0.02,0.01,28.7,1,-2.0257,Dusuk,1200.0,0.37,0.0292,1
Carbendazim,Sugar beet,0.1,0.01,22.4,0,-1.9838,Orta,1200.0,3.39,0.0664,0
Glufosinate-Ammonium,Soya bean (dry),2.0,0.01,30.8,1,-2.0397,Dusuk,1200.0,25.42,1.3774,0
Bifenthrin,Rape seed,0.05,0.01,23.2,0,-1.9887,Orta,1200.0,7.74,0.068,1
Fenamidone,Carrot,0.2,0.01,33.7,1,-2.0594,Dusuk,1200.0,1.23,0.1067,0
Cycloxydim,Poultry fats,0.03,0.01,34.2,1,-2.063,Dusuk,1200.0,1.29,0.0333,1
Bicyclopyrone,Mammalian fats (except milk fats),0.02,0.01,21.5,0,-1.9773,Orta,1200.0,0.86,0.012,0
Mepiquat Chloride,"Grape, dried (= Currants, Raisins and Sultanas)",20.0,0.01,29.3,1,-2.03,Dusuk,1200.0,715.61,19.9342,0
Imidacloprid,Coffee beans,1.0,4e-07,30.4,1,-6.5164,Cok Dusuk (Kalici),1540.0,3.0,0.9462,0
Clofentezine,"Grape, dried (= Currants, Raisins and Sultanas)",2.0,0.01,32.5,1,-2.0513,Dusuk,1200.0,28.53,1.9052,0
Mandestrobin,"Poultry, edible offal of",0.01,0.01,23.1,0,-1.9883,Orta,1200.0,1.29,0.0128,1
Sulfoxaflor,"Fruiting vegetables, cucurbits (group)",0.5,0.01,18.4,0,-1.9566,Orta,1200.0,71.04,0.7907,1
Cycloxydim,Rice,0.09,0.01,29.4,1,-2.0307,Dusuk,1200.0,2.05,0.0705,0
Acetamiprid,Berries and other small fruits,2.0,1e-06,31.3,1,-6.1306,Cok Dusuk (Kalici),1330.0,15.17,2.3693,1
Profenofos,Edible offal (mammalian),0.05,0.01,28.9,1,-2.0269,Dusuk,1200.0,0.32,0.0316,0
Haloxyfop,Pome fruits (group),0.02,0.01,23.5,0,-1.9912,Orta,1200.0,1.4,0.0215,1
Quintozene,Broccoli,0.05,0.01,25.9,1,-2.0072,Dusuk,1200.0,0.67,0.0299,0
Dinotefuran,Celery,0.6,0.01,17.1,0,-1.9482,Orta,1200.0,30.07,0.6426,1
Isocycloseram,Milks,0.05,0.01,25.7,1,-2.006,Dusuk,1200.0,0.51,0.0348,0
Tebufenozide,Nectarine,0.5,0.01,26.9,1,-2.014,Dusuk,1200.0,12.97,0.3763,0
Flutriafol,Sugar beet leaves or tops (dry),3.0,0.01,18.3,0,-1.9558,Orta,1200.0,348.92,2.366,0
Propiconazole,Mammalian fats (except milk fats),0.05,0.01,24.9,0,-2.0001,Dusuk,1200.0,1.62,0.059,1
Dichlobenil,"Peppers chili, dried",0.01,0.01,26.9,1,-2.0141,Dusuk,1200.0,0.15,0.0101,1
Spirotetramat,Sweet corn,1.5,0.01,26.9,1,-2.0141,Dusuk,1200.0,39.45,1.9011,1
Fenpyrazamine,Edible offal (mammalian),0.05,0.01,30.2,1,-2.036,Dusuk,1200.0,0.64,0.0355,0
Acetamiprid,Plums (including fresh prunes) (subgroup),0.2,1e-06,27.7,1,-6.0575,Cok Dusuk (Kalici),1330.0,0.73,0.1194,0
Aldrin and Dieldrin,Pulses (group),0.05,0.01,24.2,0,-1.9958,Orta,1200.0,4.78,0.057,1
Cypermethrins (including alpha- and zeta- cypermethrin),Milk fats,0.5,0.01,31.6,1,-2.0455,Dusuk,1200.0,7.0,0.3749,0
Fenbuconazole,Barley,0.2,0.01,29.5,1,-2.0309,Dusuk,1200.0,3.93,0.2082,1
Glufosinate-Ammonium,Strawberry,0.3,0.01,17.7,0,-1.9521,Orta,1200.0,37.51,0.4024,1
Clethodim,Peanut,5.0,0.01,20.9,0,-1.9738,Orta,1200.0,270.77,5.6541,1
Disulfoton,Chicken eggs,0.02,0.01,23.7,0,-1.9921,Orta,1200.0,0.79,0.0112,0
Kresoxim-Methyl,Turnip,0.05,0.01,22.3,0,-1.9829,Orta,1200.0,2.14,0.0309,0
Chlormequat,Mammalian fats (except milk fats),0.1,0.01,34.4,1,-2.0638,Dusuk,1200.0,1.39,0.0846,0
Iprodione,Almond hulls,50.0,0.01,20.0,0,-1.9675,Orta,1200.0,4792.45,67.5833,1
Fluensulfone,Poultry meat,0.01,0.01,23.5,0,-1.9911,Orta,1200.0,0.44,0.0066,0
Fenhexamid,Asparagus,0.02,0.01,31.1,1,-2.0419,Dusuk,1200.0,0.18,0.01,0
Cyromazine,Poultry meat,0.1,0.01,20.5,0,-1.9706,Orta,1200.0,8.38,0.128,1
Glufosinate-Ammonium,Assorted tropical and sub-tropical fruits - edible peel,0.1,0.01,29.7,1,-2.0325,Dusuk,1200.0,3.42,0.1069,1
Cyproconazole,Sugar beet,0.05,0.01,23.9,0,-1.9934,Orta,1200.0,2.1,0.0448,0
Phosalone,"Spices, roots and rhizomes",3.0,0.01,31.4,1,-2.0438,Dusuk,1200.0,67.57,2.6386,0
Haloxyfop,Cotton seed,0.7,0.01,33.8,1,-2.0602,Dusuk,1200.0,19.96,0.8279,1
Cypermethrins (including alpha- and zeta- cypermethrin),"Grape, dried (= Currants, Raisins and Sultanas)",0.5,0.01,22.8,0,-1.9861,Orta,1200.0,51.9,0.5619,1
Tebuconazole,"Ginseng, extracts",0.5,0.01,16.3,0,-1.9427,Orta,1200.0,81.37,0.625,1
Azoxystrobin,"Fruiting vegetables, cucurbits (group)",1.0,0.01,23.9,0,-1.9936,Orta,1200.0,80.63,0.9587,0
Saflufenacil,"Wheat, hay and/or straw",10.0,0.01,15.3,0,-1.9357,Orta,1200.0,1225.5,15.3624,1
Paraquat,Citrus fruits (group),0.02,0.01,34.8,1,-2.0666,Dusuk,1200.0,0.25,0.0259,1
Fenvalerate,"Broccoli, Chinese",3.0,0.01,25.1,1,-2.0019,Dusuk,1200.0,28.28,2.3842,0
Thiacloprid,Potato,0.02,0.01,18.3,0,-1.9558,Orta,1200.0,1.53,0.0199,0
Trifloxystrobin,"Rice bran, unprocessed",7.0,0.01,30.1,1,-2.0349,Dusuk,1200.0,120.18,9.2365,1
Clethodim,Meat (from mammals other than marine mammals),0.2,0.01,24.2,0,-1.9954,Orta,1200.0,9.52,0.2225,1
Heptachlor,Poultry meat,0.2,0.01,34.3,1,-2.0637,Dusuk,1200.0,2.0,0.1804,0
Fenamidone,"Lettuce, head",20.0,0.01,27.4,1,-2.0174,Dusuk,1200.0,145.45,12.2999,0
Paraquat,"Hops, dry",0.1,0.01,15.9,0,-1.9398,Orta,1200.0,12.27,0.1351,1
Pyriproxyfen,Cucumber,0.04,0.01,17.8,0,-1.9527,Orta,1200.0,3.19,0.0561,1
Fenamiphos,"Peanut oil, crude",0.05,0.01,25.8,1,-2.0062,Dusuk,1200.0,0.34,0.0247,0
Malathion,Spinach,3.0,0.01,19.0,0,-1.9606,Orta,1200.0,143.13,1.5935,0
Azoxystrobin,Cotton seed,0.7,0.01,32.5,1,-2.0511,Dusuk,1200.0,5.85,0.3852,0
Imidacloprid,Peanut,1.0,4e-07,22.1,0,-6.3384,Cok Dusuk (Kalici),1540.0,4.03,1.074,1
Teflubenzuron,"Maize oil, edible",0.01,0.01,16.7,0,-1.9451,Orta,1200.0,1.13,0.01,0
Chlorpyrifos-Methyl,"Poultry, edible offal of",0.01,0.01,22.0,0,-1.981,Orta,1200.0,0.5,0.008,0
Fenamidone,Tomato ketchup,3.0,0.01,17.9,0,-1.9535,Orta,1200.0,389.63,4.608,1
Diflubenzuron,Mustard greens,10.0,0.01,27.5,1,-2.0179,Dusuk,1200.0,270.1,11.7955,1
Hexythiazox,Prunes,1.0,0.01,21.8,0,-1.9799,Orta,1200.0,68.67,1.4453,1
Flutriafol,Sugar beet,0.02,0.01,24.9,0,-2.0006,Dusuk,1200.0,0.2,0.0156,0
Norflurazon,"Alfalfa, hay and/or straw",7.0,0.01,21.5,0,-1.9777,Orta,1200.0,906.12,7.6263,1
Acephate,"Peppers chili, dried",50.0,0.226,27.4,1,-0.6514,Orta,1350.0,2075.33,33.0712,0
Dicamba,Soya bean (dry),10.0,0.01,18.1,0,-1.9547,Orta,1200.0,375.54,8.6224,0
Flusilazole,Grapes,0.2,0.01,34.5,1,-2.0646,Dusuk,1200.0,2.68,0.234,1
Ethiprole,Mammalian fats (except milk fats),0.15,0.01,17.6,0,-1.9515,Orta,1200.0,4.47,0.1048,0
Propargite,Almonds,0.1,0.01,33.1,1,-2.0551,Dusuk,1200.0,1.78,0.1151,1
Fenazaquin,"Peppers chili, dried",3.0,0.01,34.2,1,-2.063,Dusuk,1200.0,32.45,3.2781,1
Fenpicoxamid,Milks,0.01,0.01,20.3,0,-1.9692,Orta,1200.0,0.33,0.0056,0
Phorate,Maize,0.05,0.01,28.8,1,-2.0266,Dusuk,1200.0,0.9,0.0612,1
Fluensulfone,Tomato paste,1.5,0.01,29.5,1,-2.0315,Dusuk,1200.0,16.95,1.3098,0
Fluopicolide,Brussels sprouts,0.2,0.01,29.7,1,-2.0322,Dusuk,1200.0,4.25,0.215,1
Methomyl,"Bean, hay and/or straw",10.0,0.01,15.1,0,-1.9345,Orta,1200.0,418.96,6.7666,0
Methoxyfenozide,Sweet corn fodder,7.0,0.01,18.0,0,-1.9539,Orta,1200.0,768.85,6.8926,0
Sulfoxaflor,"Wheat, hay and/or straw",3.0,0.01,33.1,1,-2.0554,Dusuk,1200.0,41.33,4.2266,1
Azoxystrobin,Rye,0.2,0.01,29.3,1,-2.0299,Dusuk,1200.0,4.28,0.2071,1
Imidacloprid,"Kale (including among others: Collards,curly,Scotch,thousand-headed; not including Marrow-stem kale)",5.0,4e-07,19.6,0,-6.2844,Cok Dusuk (Kalici),1540.0,21.99,6.7005,1
Methomyl,"Soya bean oil, refined",0.2,0.01,15.9,0,-1.9401,Orta,1200.0,15.15,0.2187,1
Fenpropimorph,Edible offal (mammalian),0.7,0.01,28.3,1,-2.0235,Dusuk,1200.0,8.43,0.6143,0
Fluopicolide,"Grape, dried (= Currants, Raisins and Sultanas)",10.0,0.01,26.2,1,-2.0093,Dusuk,1200.0,267.45,13.1359,1
Clofentezine,"Grape, dried (= Currants, Raisins and Sultanas)",2.0,0.01,22.1,0,-1.9815,Orta,1200.0,88.66,1.9015,0
Methoxyfenozide,Peanut,0.03,0.01,33.9,1,-2.0608,Dusuk,1200.0,1.25,0.0385,1
Dimethomorph,"Artichoke, globe",2.0,0.01,24.8,0,-1.9993,Orta,1200.0,345.72,2.4965,1
Methomyl,"Cotton seed, meal",0.05,0.01,31.4,1,-2.0439,Dusuk,1200.0,0.94,0.0309,0
Chlordane,Rye,0.02,0.01,19.1,0,-1.9612,Orta,1200.0,0.7,0.0144,0
